"","state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","fips","percent_incarcerated_20","percent_incarcerated_10","percent_incarcerated_00"
"720","SC","Union County",27244,98,28961,80,29881,39,45087,0.359712230215827,0.276233555471151,0.130517720290486
"721","SC","Williamsburg County",31026,1320,34423,1234,37217,75,45089,4.25449622896925,3.58481248002789,0.201520810382352
"722","SC","York County",282090,252,226073,514,164614,544,45091,0.0893331915346166,0.227360188965511,0.330470069374415
"723","GA","Appling County",18444,270,18236,269,17419,23,13001,1.46389069616135,1.47510418951524,0.132039726735174
"724","GA","Atkinson County",8286,14,8375,11,7609,5,13003,0.168959691045136,0.13134328358209,0.0657116572479958
"725","GA","Bacon County",11140,186,11096,238,10103,39,13005,1.66965888689408,2.14491708723864,0.386023953281204
"726","GA","Baker County",2876,0,3451,0,4074,4,13007,0,0,0.0981836033382425
"727","GA","Baldwin County",43799,2470,45720,1894,44700,4940,13009,5.63939815977534,4.14260717410324,11.0514541387025
"728","GA","Banks County",18035,0,18395,0,14422,0,13011,0,0,0
"729","GA","Barrow County",83505,235,69367,0,46144,112,13013,0.281420274235076,0,0.242718446601942
"730","GA","Bartow County",108901,502,100157,594,76019,437,13015,0.460969137106179,0.593068881855487,0.574856285928518
"731","GA","Ben Hill County",17194,77,17634,110,17484,97,13017,0.447830638594859,0.62379494159011,0.554792953557538
"732","GA","Berrien County",18160,64,19286,61,16235,28,13019,0.352422907488987,0.316291610494659,0.172466892516169
"733","GA","Bibb County",157346,2125,155547,1966,153887,1664,13021,1.35052686436261,1.26392665882338,1.08131291142202
"734","GA","Bleckley County",12583,207,13063,173,11666,23,13023,1.64507669077327,1.32435122100589,0.197154123092748
"735","GA","Brantley County",18021,0,18411,0,14629,15,13025,0,0,0.102536058513911
"736","GA","Brooks County",16301,25,16243,0,16450,33,13027,0.153364824243911,0,0.200607902735562
"737","GA","Bryan County",44738,0,30233,0,23417,68,13029,0,0,0.290387325447325
"738","GA","Bulloch County",81099,1883,70217,505,55983,248,13031,2.32185353703498,0.719199054360055,0.442991622456817
"739","GA","Burke County",24596,101,23316,115,22243,63,13033,0.410635875752155,0.493223537484989,0.283235175111271
"740","GA","Butts County",25434,2680,23655,2107,19522,1789,13035,10.5370763544861,8.90720777848235,9.16402007990985
"741","GA","Calhoun County",5573,1538,6694,1645,6320,1236,13037,27.5973443387762,24.5742455930684,19.5569620253165
"742","GA","Camden County",54768,0,50513,203,43664,108,13039,0,0.4018767446004,0.247343349212166
"743","GA","Candler County",10981,13,10998,37,9577,37,13043,0.118386303615336,0.336424804509911,0.386342278375274
"744","GA","Carroll County",119148,541,110527,776,87268,486,13045,0.454057139020378,0.702090891818289,0.556905165696475
"745","GA","Catoosa County",67872,142,63942,181,53282,95,13047,0.209217350306459,0.283069031309624,0.178296610487594
"746","GA","Charlton County",12518,2325,12171,1646,10282,1052,13049,18.5732545135006,13.5239503738395,10.231472476172
"747","GA","Chatham County",295291,3336,265128,3511,232048,2419,13051,1.12973304299826,1.32426601490601,1.04245673308971
"748","GA","Chattahoochee County",9565,0,11267,0,14882,0,13053,0,0,0
"749","GA","Chattooga County",24965,1061,26015,1748,25470,1490,13055,4.24994992990186,6.71920046127234,5.85001963093836
"750","GA","Cherokee County",266620,483,214346,557,141903,144,13057,0.181156702422924,0.259860225989755,0.101477770026004
"751","GA","Clarke County",128671,191,116714,431,101489,583,13059,0.148440596560219,0.369278749764381,0.574446491738021
"752","GA","Clay County",2848,0,3183,0,3357,0,13061,0,0,0
"753","GA","Clayton County",297595,1827,259424,2906,236517,1379,13063,0.613921604865673,1.12017392376958,0.583044770566175
"754","GA","Clinch County",6749,0,6798,29,6878,209,13065,0,0.426596057664019,3.03867403314917
"755","GA","Cobb County",766149,1238,688078,2419,607751,2215,13067,0.161587367470296,0.351558980231892,0.364458470656568
"756","GA","Coffee County",43092,2668,42356,2157,37413,1018,13069,6.19140443701847,5.09254887147039,2.72097933873253
"757","GA","Colquitt County",45898,320,45498,406,42053,337,13071,0.697198134994989,0.892346916347971,0.801369700140299
"758","GA","Columbia County",156010,227,124053,261,89288,98,13073,0.14550349336581,0.210393944523712,0.10975719021593
"759","GA","Cook County",17229,66,17212,0,15771,35,13075,0.383075047884381,0,0.221926320461607
"760","GA","Coweta County",146158,370,127317,377,89215,478,13077,0.253150699927476,0.296111281290008,0.535784341198229
"761","GA","Crawford County",12130,29,12630,15,12495,22,13079,0.239076669414674,0.118764845605701,0.176070428171269
"762","GA","Crisp County",20128,247,23439,197,21996,179,13081,1.22714626391097,0.840479542642604,0.813784324422622
"763","GA","Dade County",16251,44,16633,94,15154,34,13083,0.270752569072672,0.565141586003728,0.224363204434473
"764","GA","Dawson County",26798,82,22330,137,15999,78,13085,0.305992984551086,0.613524406627855,0.487530470654416
"765","GA","Decatur County",29367,603,27842,815,28240,266,13087,2.05332516089488,2.92723223906329,0.941926345609065
"766","GA","DeKalb County",764382,1983,691893,4455,665865,3181,13089,0.259425261191394,0.643885687526829,0.47772446366756
"767","GA","Dodge County",19925,1269,21796,1308,19171,1047,13091,6.36888331242158,6.00110111947146,5.46137395023734
"768","GA","Dooly County",11208,1671,14918,1897,11525,1163,13093,14.9089935760171,12.7161817938061,10.0911062906725
"769","GA","Dougherty County",85790,470,94565,983,96065,1080,13095,0.547849399696934,1.03949664252102,1.1242387966481
"770","GA","Douglas County",144237,474,132403,803,92174,520,13097,0.328625803365295,0.606481726244874,0.564150411178857
"771","GA","Early County",10854,42,11008,47,12354,53,13099,0.386954118297402,0.426962209302326,0.429010846689331
"772","GA","Echols County",3697,0,4034,0,3754,0,13101,0,0,0
"773","GA","Effingham County",64769,189,52250,495,37535,138,13103,0.291806265342988,0.947368421052632,0.367656853603304
"774","GA","Elbert County",19637,29,20166,50,20511,54,13105,0.147680399246321,0.247942080729941,0.263273365511189
"775","GA","Emanuel County",22768,842,22598,602,21837,244,13107,3.69817287420942,2.66395256217364,1.11736960205156
"776","GA","Evans County",10774,381,11000,371,10495,412,13109,3.53629107109709,3.37272727272727,3.92567889471177
"777","GA","Fannin County",25319,32,23682,55,19798,28,13111,0.126387298076543,0.232243898319399,0.14142842711385
"778","GA","Fayette County",119194,133,106567,287,91263,191,13113,0.111582797791835,0.269314140399936,0.209285252511971
"779","GA","Floyd County",98584,1079,96317,1008,90565,863,13115,1.09449809299684,1.04654422376112,0.952906752056534
"780","GA","Forsyth County",251283,349,175511,239,98407,133,13117,0.138887230731884,0.136173801072297,0.135152987084252
"781","GA","Franklin County",23424,94,22084,65,20285,54,13119,0.40129781420765,0.294330737185293,0.266206556568893
"782","GA","Fulton County",1066710,7475,920581,5265,816006,7675,13121,0.700752781918235,0.571921427880871,0.940556809631302
"783","GA","Gilmer County",31353,74,28292,113,23456,59,13123,0.23602207125315,0.399406192563269,0.251534788540246
"784","GA","Glascock County",2884,0,3082,0,2556,0,13125,0,0,0
"785","GA","Glynn County",84499,358,79626,448,67568,283,13127,0.423673652942638,0.562630296636777,0.418837319441156
"786","GA","Gordon County",57544,218,55186,281,44104,154,13129,0.378840539413319,0.509187112673504,0.349174678033738
"787","GA","Grady County",26236,82,25011,113,23659,66,13131,0.312547644457997,0.451801207468714,0.278963607929329
"788","GA","Greene County",18915,0,15994,61,14406,47,13133,0,0.381393022383394,0.326252950159656
"789","GA","Gwinnett County",957062,2739,805321,3854,588448,2857,13135,0.286188355613325,0.47856693169556,0.485514437979227
"790","GA","Habersham County",46031,1785,43041,1659,35902,1249,13137,3.87782146814104,3.85446434794731,3.4789148236867
"791","GA","Hall County",203136,660,179684,1270,139277,879,13139,0.324905482041588,0.706796375859843,0.631116408308622
"792","GA","Hancock County",8735,1153,9429,1357,10076,1367,13141,13.1997710360618,14.3917700710574,13.5668916236602
"793","GA","Haralson County",29919,0,28780,99,25690,63,13143,0,0.343988881167477,0.245231607629428
"794","GA","Harris County",34668,175,32024,196,23695,90,13145,0.504788277373947,0.612040969273045,0.379826967714708
"795","GA","Hart County",25828,464,25213,461,22997,287,13147,1.79649992256466,1.82842184587316,1.24798886811323
"796","GA","Heard County",11412,26,11834,57,11012,21,13149,0.227830354013319,0.481663004901132,0.190701053396295
"797","GA","Henry County",240712,317,203922,675,119341,249,13151,0.131692645152714,0.331008915173449,0.208645813257807
"798","GA","Houston County",163633,482,139900,653,110765,175,13153,0.294561610433103,0.466761972837741,0.157992145533336
"799","GA","Irwin County",9666,687,9538,534,9931,22,13155,7.10738671632526,5.59865799958063,0.221528546974121
"800","GA","Jackson County",75907,242,60485,345,41589,436,13157,0.318811176834811,0.570389352732082,1.04835413210224
"801","GA","Jasper County",14588,13,13900,40,11426,27,13159,0.0891143405538799,0.287769784172662,0.236303168212848
"802","GA","Jeff Davis County",14779,45,15068,44,12684,17,13161,0.304486095134989,0.2920095566764,0.134027120782088
"803","GA","Jefferson County",15709,287,16930,263,17266,187,13163,1.8269781653829,1.55345540460721,1.08305339974516
"804","GA","Jenkins County",8674,1052,8340,0,8575,13,13165,12.128199216048,0,0.151603498542274
"805","GA","Johnson County",9189,1535,9980,1600,8560,11,13167,16.7047556861465,16.0320641282565,0.128504672897196
"806","GA","Jones County",28347,127,28669,157,23639,74,13169,0.448019190743289,0.547629844082458,0.313042006853082
"807","GA","Lamar County",18500,40,18317,296,15912,162,13171,0.216216216216216,1.61598515040673,1.01809954751131
"808","GA","Lanier County",9877,196,10078,208,7241,206,13173,1.98440822111977,2.06390156777138,2.84491092390554
"809","GA","Laurens County",49570,132,48434,382,44874,451,13175,0.266290094815413,0.788702151381261,1.00503632392922
"810","GA","Lee County",33163,762,28298,701,24757,723,13177,2.29774145885475,2.47720686974344,2.92038615341116
"811","GA","Liberty County",65256,183,63453,250,61610,0,13179,0.280433983082015,0.393992403826454,0
"812","GA","Lincoln County",7690,51,7996,58,8348,72,13181,0.663198959687906,0.72536268134067,0.862482031624341
"813","GA","Long County",16168,216,14464,227,10304,0,13183,1.33597229094508,1.56941371681416,0
"814","GA","Lowndes County",118251,1617,109233,2273,92115,4190,13185,1.36743029657254,2.08087299625571,4.54866199858872
"815","GA","Lumpkin County",33488,44,29966,120,21016,60,13187,0.131390348781653,0.400453847694053,0.285496764370004
"816","GA","McDuffie County",21632,6,21875,282,21231,125,13189,0.0277366863905325,1.28914285714286,0.588761716358155
"817","GA","McIntosh County",10975,44,14333,71,10847,10,13191,0.400911161731207,0.49536035721761,0.0921913893242371
"818","GA","Macon County",12082,1628,14740,1775,14074,734,13193,13.4745902996193,12.0420624151967,5.21529060679267
"819","GA","Madison County",30120,0,28120,46,25730,22,13195,0,0.163584637268848,0.0855033035367276
"820","GA","Marion County",7498,22,8742,26,7144,18,13197,0.293411576420379,0.297414779226722,0.251959686450168
"821","GA","Meriwether County",20613,0,21992,0,22534,53,13199,0,0,0.235200142007633
"822","GA","Miller County",6000,21,6125,59,6383,11,13201,0.35,0.963265306122449,0.172332758890804
"823","GA","Mitchell County",21755,1491,23498,1956,23932,1601,13205,6.85359687428177,8.32411269044174,6.68978773190707
"824","GA","Monroe County",27957,998,26424,923,21757,471,13207,3.56976785778159,3.49303663336361,2.16482051753459
"825","GA","Montgomery County",8610,372,9123,408,8270,474,13209,4.3205574912892,4.47221308780007,5.73155985489722
"826","GA","Morgan County",20097,80,17868,70,15457,30,13211,0.398069363586605,0.391761808820237,0.19408682150482
"827","GA","Murray County",39973,131,39628,134,36506,85,13213,0.327721211817977,0.338144746139094,0.23283843751712
"828","GA","Muscogee County",206922,1472,189885,2315,186291,1946,13215,0.711379167029122,1.21915896463649,1.04460226205238
"829","GA","Newton County",112483,232,99958,653,62001,153,13217,0.206253389401065,0.6532743752376,0.246770213383655
"830","GA","Oconee County",41799,20,32808,32,26225,18,13219,0.0478480346419771,0.0975371860521824,0.0686367969494757
"831","GA","Oglethorpe County",14825,16,14899,57,12635,10,13221,0.107925801011804,0.382576011812873,0.0791452314998021
"832","GA","Paulding County",168661,379,142324,371,81678,207,13223,0.224711106894896,0.260672831005312,0.253434217292294
"833","GA","Peach County",27981,0,27695,0,23668,86,13225,0,0,0.363359810714889
"834","GA","Pickens County",33216,55,29431,104,22983,49,13227,0.165582851637765,0.353368896741531,0.213201061654266
"835","GA","Pierce County",19716,26,18758,45,15636,23,13229,0.131872590789207,0.239897643672033,0.147096444103351
"836","GA","Pike County",18889,195,17869,212,13688,195,13231,1.03234686854783,1.1864122222844,1.42460549386324
"837","GA","Polk County",42853,131,41475,127,38127,385,13233,0.305696217301006,0.306208559373116,1.00978309334592
"838","GA","Pulaski County",9855,1209,12010,1149,9588,1003,13235,12.2678843226788,9.56702747710241,10.4609929078014
"839","GA","Putnam County",22047,17,21218,86,18812,180,13237,0.077107996552819,0.405316240927514,0.956836062088029
"840","GA","Quitman County",2235,0,2513,0,2598,0,13239,0,0,0
"841","GA","Rabun County",16883,60,16276,67,15050,35,13241,0.355387075756678,0.411649053821578,0.232558139534884
"842","GA","Randolph County",6425,0,7719,34,7791,26,13243,0,0.440471563674051,0.333718393017584
"843","GA","Richmond County",206607,2134,200549,2405,199775,2451,13245,1.0328788472801,1.19920817356357,1.2268802402703
"844","GA","Rockdale County",93570,220,85215,495,70111,453,13247,0.235118093406006,0.580883647245203,0.646118298127255
"845","GA","Schley County",4547,0,5010,0,3766,7,13249,0,0,0.185873605947955
"846","GA","Screven County",14067,128,14593,142,15374,158,13251,0.90993104428805,0.973069279791681,1.02770911929231
"847","GA","Seminole County",9147,17,8729,28,9369,18,13253,0.18585328523013,0.320769847634322,0.192122958693564
"848","GA","Spalding County",67306,388,64073,758,58417,377,13255,0.576471637001159,1.18302561141198,0.645360083537326
"849","GA","Stephens County",26784,133,26175,2,25435,78,13257,0.496565113500597,0.00764087870105062,0.306664045606448
"850","GA","Stewart County",5314,1499,6058,1596,5252,41,13259,28.208505833647,26.3453284912512,0.780654988575781
"851","GA","Sumter County",29616,396,32819,543,33200,332,13261,1.33711507293355,1.654529388464,1
"852","GA","Talbot County",5733,0,6865,17,6498,17,13263,0,0.247632920611799,0.261618959679902
"853","GA","Taliaferro County",1559,0,1717,0,2077,0,13265,0,0,0
"854","GA","Tattnall County",22842,2713,25520,4624,22305,3688,13267,11.877243673934,18.1191222570533,16.5344093252634
"855","GA","Taylor County",7816,14,8906,231,8815,208,13269,0.179119754350051,2.59375701774085,2.35961429381736
"856","GA","Telfair County",12477,2860,16500,2917,11794,1327,13271,22.9221768053218,17.6787878787879,11.2514838053247
"857","GA","Terrell County",9185,174,9315,186,10970,111,13273,1.89439303211758,1.99677938808374,1.01185050136737
"858","GA","Thomas County",45798,0,44720,181,42737,353,13275,0,0.40474060822898,0.825982170016613
"859","GA","Tift County",41344,187,40118,202,38407,175,13277,0.452302631578947,0.503514631836084,0.455646106178561
"860","GA","Toombs County",27030,0,27223,0,26067,78,13279,0,0,0.299228910116239
"861","GA","Towns County",12493,49,10471,38,9319,0,13281,0.39221964300008,0.362907076687995,0
"862","GA","Treutlen County",6406,278,6885,301,6854,308,13283,4.33968154854824,4.37182280319535,4.49372629121681
"863","GA","Troup County",69426,612,67044,949,58779,489,13285,0.881514130152969,1.41548833601814,0.831929770836523
"864","GA","Turner County",9006,62,8930,249,9504,74,13287,0.68842993559849,2.78835386338186,0.778619528619529
"865","GA","Twiggs County",8022,0,9023,0,10590,44,13289,0,0,0.415486307837583
"866","GA","Union County",24632,245,21356,230,17289,247,13291,0.994641117245859,1.07698070799775,1.4286540574932
"867","GA","Upson County",27700,71,27153,194,27597,114,13293,0.256317689530686,0.714469856001179,0.413088379171649
"868","GA","Walker County",67654,777,68756,817,61053,533,13295,1.14849085050404,1.18825993367852,0.87301197320361
